176,Beer - Upper Canada Light,179.77,4860
192,Lamb - Loin Chops,530.33,8505
68,"Squash - Pattypan,0,768
186,"Syrup - Monin,0,1150
113,Appetizer - Tarragon Chicken,554.07,3387
107,Sauce Tomato Pouch,882.76,666
48,Sage - Fresh,212.08,8210
40,Guava,396.47,1818
49,Mix Pina Colada,703.15,5404
184,Milk - 1%,577.13,2312
25,Wine - Magnotta - Belpaese,802.12,6380
61,Wine - Pinot Noir Latour,626.56,5081
153,Honey - Comb,733.44,2467
95,"Ranchero - Primerba,0,7350
112,Contreau,0.71,8623
27,"Rum - White,0,3843
42,"Capon - Breast,0,2213
120,Yokaline,587.48,7435
116,Sauce Bbq Smokey,99.77,3909
64,Instant Coffee,166.21,3020
5,"Soup - Knorr,0,6401
180,Flour - Fast / Rapid,865.36,8594
3,Shopper Bag - S - 4,293.65,5116
86,Cheese - Pont Couvert,804.05,2921
32,Cranberries - Fresh,605.76,2475
89,Soup - French Onion,625.22,54
181,Cheese - Parmesan Cubes,748.47,7017
147,Pork - Sausage Casing,730.22,2752
75,Salt And Pepper Mix - White,654.04,689
129,Wine - Beaujolais Villages,927.88,644
130,Appetizer - Chicken Satay,570.03,3313
125,Avocado,200.85,8254
71,Sauce - Hp,91.48,2850
72,"Quail - Eggs,0,2850
91,Wine - Barolo Fontanafredda,173.26,6930
100,Sausage - Breakfast,788.94,5875
76,Wine - Champagne Brut Veuve,966.68,1043
37,Flour Dark Rye,620.7,7806
152,Wine - Kwv Chenin Blanc South,946.65,8979
92,Beef - Flank Steak,970.8,9087
14,Carbonated Water - Raspberry,594.67,2752
159,Appetizer - Shrimp Puff,377.38,9189
131,The Pop Shoppe - Grape,781.15,6050
46,"Vermouth - Sweet,0,3100
13,Snapple - Iced Tea Peach,382.17,1146
73,Meldea Green Tea Liquor,562.75,1672
65,"Pork - Tenderloin,0,3020
188,Fennel,602.19,8132
167,Pork Loin Cutlets,331.43,5206
182,"Appetizer - Spring Roll,0,7017
106,Cheese - Gorgonzola,981.35,2828
38,"Stock - Chicken,0,7806
179,Rambutan,533.72,9944
101,Yukon Jack,638.38,7014
111,"Pork - Back,0,5699
59,Cake - Box Window 10x10x2.5,955.34,9140
44,Turnip - Wax,210.5,9552
26,Port - 74 Brights,109.57,3843
58,Fruit Salad Deluxe,646.53,2127
163,Spring Roll Veg Mini,412.43,8855
23,Fennel - Seeds,479.41,2924
102,"Fish - Atlantic Salmon,0,7014
185,Longos - Greek Salad,568.22,1150
35,Wine - Magnotta - Cab Franc,454.76,1592
16,"Wine - Red,0,7712
151,Wine - Rhine Riesling Wolf Blass,449.22,1083
12,Cheese - Roquefort Pappillon,769.25,7904
133,Water - Spring 1.5lit,44.2,2884
150,"Onions - Dried,0,4881
47,Wine - Mondavi Coastal Private,62.63,5358
132,Foil - 4oz Custard Cup,705.52,1557
74,Relish,685.1,7365
52,"Pork - Ham,0,5448
119,"Tart Shells - Sweet,2,0
183,Monkfish Fresh - Skin Off,484.81,9904
195,Extract Vanilla Pure,267.25,1799
124,Appetizer - Mushroom Tart,723.44,531
94,Clam - Cherrystone,741.56,7350
41,Lettuce - Boston Bib - Organic,435.06,2213
109,"Chilli Paste,0,7103
29,Coffee - Irish Cream,243.75,5933
28,Tomatoes - Roma,241.43,3930
93,Coconut - Whole,17.71,8775
170,"Wine - White,0,1141
162,The Pop Shoppe - Grape,99.45,4245
103,Glass - Juice Clear 5oz 55005,926.06,8298
55,Longos - Penne With Pesto,395.62,6416
145,Calvados - Boulard,36.21,1798
17,"Lobster - Tail,3,0
193,Bread - Pita,761.69,2283
54,"Jam - Strawberry,20,0
143,Oil - Grapeseed Oil,828.56,5153
144,Ice Cream - Vanilla,252.43,3504
189,Chinese Foods - Thick Noodles,534.2,5782
7,Tamarillo,187.23,238
164,Rye Special Old,459.05,5980
197,Pasta - Canelloni,977.46,8526
191,Tea - Apple Green Tea,267.71,6557
198,Ecolab - Ster Bac,664.83,9753
88,Pepper - Cubanelle,179.94,5378
142,"Quail - Whole,0,4860
9,Wine - Alicanca Vinho Verde,158.62,1315
85,"Tart Shells - Savory,3,0
8,Flour - Pastry,49.23,8243
160,Shrimp - Black Tiger 8 - 12,869.97,6771
4,General Purpose Trigger,890.99,6401
187,Wine - Alicanca Vinho Verde,84.29,3476
161,Kaffir Lime Leaves,707.11,1938
196,"Vermouth - White,0,1799
96,"Wine - White,0,7350
2,Onions Granulated,132.75,2110
53,Wine - Magnotta - Belpaese,539.78,6052
22,Wine - Valpolicella Masi,709.36,1600
33,Chicken - White Meat With Tender,46.84,1214
79,Mace Ground,334.65,1852
138,Asparagus - Frozen,207.95,712
126,"Artichokes - Knobless,0,8254
158,"Oil - Food,0,5724
200,"Stock - Chicken,0,2919
114,Sauce - Roasted Red Pepper,24.44,896
69,Beer - Muskoka Cream Ale,46.28,9910
